arrondissement,season,day,hour,mean_volume,sample_size,day_order,season_order
All Montréal,Fall,Tuesday,9,34.533,351,1,4
All Montréal,Fall,Tuesday,10,20.549,350,1,4
All Montréal,Fall,Tuesday,11,24.202,352,1,4
All Montréal,Fall,Tuesday,12,28.025,353,1,4
All Montréal,Fall,Tuesday,13,31.192,354,1,4
All Montréal,Fall,Tuesday,14,30.136,359,1,4
All Montréal,Fall,Tuesday,15,38.694,360,1,4
All Montréal,Fall,Tuesday,16,60.6,360,1,4
All Montréal,Fall,Tuesday,17,77.49,361,1,4
All Montréal,Fall,Tuesday,18,49.59,361,1,4
All Montréal,Fall,Tuesday,19,31.086,360,1,4
All Montréal,Fall,Tuesday,20,22.047,360,1,4
All Montréal,Fall,Tuesday,21,18.014,361,1,4
All Montréal,Fall,Tuesday,22,13.056,360,1,4
All Montréal,Fall,Tuesday,23,8.13,361,1,4
All Montréal,Fall,Wednesday,0,3.531,339,2,4
All Montréal,Fall,Wednesday,1,1.936,361,2,4
All Montréal,Fall,Wednesday,2,1.244,360,2,4
All Montréal,Fall,Wednesday,3,0.9,360,2,4
All Montréal,Fall,Wednesday,4,1.297,360,2,4
All Montréal,Fall,Wednesday,5,5.097,360,2,4
All Montréal,Fall,Wednesday,6,13.844,360,2,4
All Montréal,Fall,Wednesday,7,34.653,360,2,4
All Montréal,Fall,Wednesday,8,68.964,358,2,4
All Montréal,Fall,Wednesday,9,37.88,358,2,4
All Montréal,Fall,Wednesday,10,24.298,356,2,4
All Montréal,Fall,Wednesday,11,25.715,355,2,4
All Montréal,Fall,Wednesday,12,31.451,357,2,4
All Montréal,Fall,Wednesday,13,32.573,358,2,4
All Montréal,Fall,Wednesday,14,31.201,358,2,4
All Montréal,Fall,Wednesday,15,37.469,358,2,4
All Montréal,Fall,Wednesday,16,57.607,359,2,4
All Montréal,Fall,Wednesday,17,74.37,362,2,4
All Montréal,Fall,Wednesday,18,49.182,362,2,4
All Montréal,Fall,Wednesday,19,32.776,362,2,4
All Montréal,Fall,Wednesday,20,22.014,362,2,4
All Montréal,Fall,Wednesday,21,17.751,362,2,4
All Montréal,Fall,Wednesday,22,13.271,361,2,4
All Montréal,Fall,Wednesday,23,7.708,360,2,4
All Montréal,Fall,Thursday,0,4.053,360,3,4
All Montréal,Fall,Thursday,1,2.236,360,3,4
All Montréal,Fall,Thursday,2,1.431,360,3,4
All Montréal,Fall,Thursday,3,1.017,360,3,4
All Montréal,Fall,Thursday,4,1.175,360,3,4
All Montréal,Fall,Thursday,5,4.303,360,3,4
All Montréal,Fall,Thursday,6,11.792,361,3,4
All Montréal,Fall,Thursday,7,29.263,361,3,4
All Montréal,Fall,Thursday,8,57.46,361,3,4
All Montréal,Fall,Thursday,9,31.156,360,3,4
All Montréal,Fall,Thursday,10,20.406,360,3,4
All Montréal,Fall,Thursday,11,22.914,360,3,4
All Montréal,Fall,Thursday,12,27.56,359,3,4
All Montréal,Fall,Thursday,13,28.783,359,3,4
All Montréal,Fall,Thursday,14,27.858,360,3,4
All Montréal,Fall,Thursday,15,33.972,360,3,4
All Montréal,Fall,Thursday,16,49.58,367,3,4
All Montréal,Fall,Thursday,17,61.011,367,3,4
All Montréal,Fall,Thursday,18,37.924,368,3,4
All Montréal,Fall,Thursday,19,25.546,368,3,4
All Montréal,Fall,Thursday,20,18.772,368,3,4
All Montréal,Fall,Thursday,21,15.872,368,3,4
All Montréal,Fall,Thursday,22,11.847,366,3,4
All Montréal,Fall,Thursday,23,8.399,366,3,4
All Montréal,Fall,Friday,0,4.606,368,4,4
All Montréal,Fall,Friday,1,3.095,368,4,4
All Montréal,Fall,Friday,2,1.905,367,4,4
All Montréal,Fall,Friday,3,1.553,367,4,4
All Montréal,Fall,Friday,4,1.243,367,4,4
All Montréal,Fall,Friday,5,4.48,367,4,4
All Montréal,Fall,Friday,6,9.25,368,4,4
All Montréal,Fall,Friday,7,20.136,368,4,4
All Montréal,Fall,Friday,8,34.636,368,4,4
All Montréal,Fall,Friday,9,24.66,368,4,4
All Montréal,Fall,Friday,10,20.402,368,4,4
All Montréal,Fall,Friday,11,23.0,368,4,4
All Montréal,Fall,Friday,12,29.978,367,4,4
All Montréal,Fall,Friday,13,30.508,366,4,4
All Montréal,Fall,Friday,14,31.215,367,4,4
All Montréal,Fall,Friday,15,33.466,367,4,4
All Montréal,Fall,Friday,16,40.624,367,4,4
All Montréal,Fall,Friday,17,45.965,367,4,4
All Montréal,Fall,Friday,18,35.281,367,4,4
All Montréal,Fall,Friday,19,25.921,367,4,4
All Montréal,Fall,Friday,20,19.027,367,4,4
All Montréal,Fall,Friday,21,14.422,367,4,4
All Montréal,Fall,Friday,22,13.209,368,4,4
All Montréal,Fall,Friday,23,10.774,368,4,4
All Montréal,Fall,Saturday,0,6.796,368,5,4
All Montréal,Fall,Saturday,1,6.617,368,5,4
All Montréal,Fall,Saturday,2,4.601,368,5,4
All Montréal,Fall,Saturday,3,4.071,368,5,4
All Montréal,Fall,Saturday,4,2.005,368,5,4
All Montréal,Fall,Saturday,5,2.215,368,5,4
All Montréal,Fall,Saturday,6,3.399,368,5,4
All Montréal,Fall,Saturday,7,6.245,368,5,4
All Montréal,Fall,Saturday,8,10.136,369,5,4
All Montréal,Fall,Saturday,9,16.106,369,5,4
All Montréal,Fall,Saturday,10,20.932,369,5,4
All Montréal,Fall,Saturday,11,25.786,369,5,4
All Montréal,Fall,Saturday,12,31.295,369,5,4
All Montréal,Fall,Saturday,13,34.165,369,5,4
All Montréal,Fall,Saturday,14,36.301,369,5,4
All Montréal,Fall,Saturday,15,37.173,369,5,4
All Montréal,Fall,Saturday,16,35.618,369,5,4
All Montréal,Fall,Saturday,17,33.434,369,5,4
All Montréal,Fall,Saturday,18,28.791,369,5,4
All Montréal,Fall,Saturday,19,22.734,369,5,4
All Montréal,Fall,Saturday,20,16.764,369,5,4
All Montréal,Fall,Saturday,21,14.542,369,5,4
All Montréal,Fall,Saturday,22,12.534,369,5,4
All Montréal,Fall,Saturday,23,9.593,369,5,4
All Montréal,Fall,Sunday,0,7.587,368,6,4
All Montréal,Fall,Sunday,1,5.578,367,6,4
All Montréal,Fall,Sunday,2,4.44,366,6,4
All Montréal,Fall,Sunday,3,3.216,366,6,4
All Montréal,Fall,Sunday,4,1.579,366,6,4
All Montréal,Fall,Sunday,5,1.847,366,6,4
All Montréal,Fall,Sunday,6,2.675,366,6,4
All Montréal,Fall,Sunday,7,4.777,367,6,4
All Montréal,Fall,Sunday,8,7.937,367,6,4
All Montréal,Fall,Sunday,9,13.163,367,6,4
All Montréal,Fall,Sunday,10,20.417,367,6,4
All Montréal,Fall,Sunday,11,25.698,367,6,4
All Montréal,Fall,Sunday,12,30.599,367,6,4
All Montréal,Fall,Sunday,13,34.367,368,6,4
All Montréal,Fall,Sunday,14,36.878,368,6,4
All Montréal,Fall,Sunday,15,35.883,368,6,4
All Montréal,Fall,Sunday,16,33.391,368,6,4
All Montréal,Fall,Sunday,17,29.076,368,6,4
All Montréal,Fall,Sunday,18,23.402,368,6,4
All Montréal,Fall,Sunday,19,17.005,368,6,4
All Montréal,Fall,Sunday,20,11.921,368,6,4
All Montréal,Fall,Sunday,21,9.128,368,6,4
All Montréal,Fall,Sunday,22,7.823,367,6,4
All Montréal,Fall,Sunday,23,5.217,368,6,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Monday,0,0.5,14,0,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Monday,1,0.357,14,0,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Monday,2,0.714,14,0,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Monday,3,0.286,14,0,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Monday,4,0.143,14,0,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Monday,5,1.429,14,0,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Monday,6,2.071,14,0,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Monday,7,9.214,14,0,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Monday,8,11.857,14,0,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Monday,9,7.857,14,0,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Monday,10,7.714,14,0,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Monday,11,7.929,14,0,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Monday,12,10.429,14,0,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Monday,13,10.143,14,0,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Monday,14,8.714,14,0,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Monday,15,13.286,14,0,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Monday,16,15.143,14,0,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Monday,17,15.143,14,0,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Monday,18,11.571,14,0,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Monday,19,6.214,14,0,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Monday,20,3.571,14,0,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Monday,21,3.071,14,0,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Monday,22,1.929,14,0,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Monday,23,1.357,14,0,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Tuesday,0,0.571,14,1,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Tuesday,1,0.714,14,1,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Tuesday,2,0.0,14,1,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Tuesday,3,0.0,14,1,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Tuesday,4,0.143,14,1,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Tuesday,5,1.071,14,1,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Tuesday,6,2.714,14,1,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Tuesday,7,10.714,14,1,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Tuesday,8,17.286,14,1,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Tuesday,9,9.0,14,1,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Tuesday,10,6.692,13,1,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Tuesday,11,6.462,13,1,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Tuesday,12,9.286,14,1,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Tuesday,13,7.143,14,1,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Tuesday,14,10.067,15,1,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Tuesday,15,13.8,15,1,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Tuesday,16,22.667,15,1,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Tuesday,17,18.562,16,1,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Tuesday,18,14.312,16,1,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Tuesday,19,8.133,15,1,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Tuesday,20,5.133,15,1,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Tuesday,21,4.0,16,1,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Tuesday,22,2.533,15,1,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Tuesday,23,1.5,16,1,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Wednesday,0,0.938,16,2,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Wednesday,1,0.5,16,2,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Wednesday,2,0.125,16,2,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Wednesday,3,0.375,16,2,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Wednesday,4,0.438,16,2,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Wednesday,5,1.188,16,2,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Wednesday,6,2.875,16,2,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Wednesday,7,8.375,16,2,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Wednesday,8,15.571,14,2,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Wednesday,9,9.786,14,2,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Wednesday,10,6.786,14,2,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Wednesday,11,6.357,14,2,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Wednesday,12,8.571,14,2,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Wednesday,13,6.533,15,2,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Wednesday,14,9.133,15,2,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Wednesday,15,9.533,15,2,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Wednesday,16,15.467,15,2,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Wednesday,17,18.067,15,2,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Wednesday,18,14.333,15,2,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Wednesday,19,8.667,15,2,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Wednesday,20,5.067,15,2,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Wednesday,21,4.2,15,2,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Wednesday,22,2.4,15,2,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Wednesday,23,1.667,15,2,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Thursday,0,0.8,15,3,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Thursday,1,0.4,15,3,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Thursday,2,0.4,15,3,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Thursday,3,0.467,15,3,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Thursday,4,0.2,15,3,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Thursday,5,0.933,15,3,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Thursday,6,2.6,15,3,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Thursday,7,10.467,15,3,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Thursday,8,16.533,15,3,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Thursday,9,8.533,15,3,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Thursday,10,6.933,15,3,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Thursday,11,6.4,15,3,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Thursday,12,9.2,15,3,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Thursday,13,9.133,15,3,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Thursday,14,8.333,15,3,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Thursday,15,11.867,15,3,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Thursday,16,14.588,17,3,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Thursday,17,15.647,17,3,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Thursday,18,12.059,17,3,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Thursday,19,8.294,17,3,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Thursday,20,5.882,17,3,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Thursday,21,3.882,17,3,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Thursday,22,3.0,17,3,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Thursday,23,1.941,17,3,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Friday,0,1.353,17,4,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Friday,1,0.941,17,4,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Friday,2,0.412,17,4,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Friday,3,0.647,17,4,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Friday,4,0.471,17,4,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Friday,5,1.294,17,4,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Friday,6,2.471,17,4,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Friday,7,6.941,17,4,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Friday,8,10.647,17,4,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Friday,9,7.235,17,4,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Friday,10,6.824,17,4,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Friday,11,7.588,17,4,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Friday,12,8.471,17,4,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Friday,13,7.882,17,4,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Friday,14,9.235,17,4,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Friday,15,11.353,17,4,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Friday,16,13.706,17,4,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Friday,17,12.529,17,4,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Friday,18,10.471,17,4,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Friday,19,5.529,17,4,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Friday,20,4.118,17,4,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Friday,21,3.118,17,4,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Friday,22,2.941,17,4,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Friday,23,2.118,17,4,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Saturday,0,1.235,17,5,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Saturday,1,1.529,17,5,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Saturday,2,1.118,17,5,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Saturday,3,0.412,17,5,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Saturday,4,0.588,17,5,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Saturday,5,1.059,17,5,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Saturday,6,1.353,17,5,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Saturday,7,2.059,17,5,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Saturday,8,4.176,17,5,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Saturday,9,7.588,17,5,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Saturday,10,7.941,17,5,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Saturday,11,9.294,17,5,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Saturday,12,12.647,17,5,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Saturday,13,12.471,17,5,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Saturday,14,13.353,17,5,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Saturday,15,11.059,17,5,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Saturday,16,10.353,17,5,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Saturday,17,8.941,17,5,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Saturday,18,8.647,17,5,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Saturday,19,6.412,17,5,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Saturday,20,5.235,17,5,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Saturday,21,3.118,17,5,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Saturday,22,3.235,17,5,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Saturday,23,2.0,17,5,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Sunday,0,1.647,17,6,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Sunday,1,1.529,17,6,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Sunday,2,0.647,17,6,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Sunday,3,0.647,17,6,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Sunday,4,0.176,17,6,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Sunday,5,0.294,17,6,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Sunday,6,0.882,17,6,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Sunday,7,1.824,17,6,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Sunday,8,2.941,17,6,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Sunday,9,4.294,17,6,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Sunday,10,6.0,17,6,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Sunday,11,7.353,17,6,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Sunday,12,7.176,17,6,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Sunday,13,9.588,17,6,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Sunday,14,9.294,17,6,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Sunday,15,7.353,17,6,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Sunday,16,7.882,17,6,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Sunday,17,6.118,17,6,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Sunday,18,4.941,17,6,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Sunday,19,4.765,17,6,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Sunday,20,2.235,17,6,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Sunday,21,2.235,17,6,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Sunday,22,1.353,17,6,4
Côte-des-Neiges–Notre-Dame-de-Grâce,Fall,Sunday,23,0.647,17,6,4
Lachine,Fall,Monday,0,0.167,6,0,4
Lachine,Fall,Monday,1,0.167,6,0,4
Lachine,Fall,Monday,2,0.0,6,0,4
Lachine,Fall,Monday,3,0.0,6,0,4
Lachine,Fall,Monday,4,0.167,6,0,4
Lachine,Fall,Monday,5,0.667,6,0,4
Lachine,Fall,Monday,6,1.333,6,0,4
Lachine,Fall,Monday,7,0.833,6,0,4
Lachine,Fall,Monday,8,1.167,6,0,4
Lachine,Fall,Monday,9,2.167,6,0,4
Lachine,Fall,Monday,10,3.833,6,0,4
Lachine,Fall,Monday,11,3.0,6,0,4
Lachine,Fall,Monday,12,5.5,6,0,4
Lachine,Fall,Monday,13,3.333,6,0,4
Lachine,Fall,Monday,14,3.833,6,0,4
Lachine,Fall,Monday,15,7.167,6,0,4
Lachine,Fall,Monday,16,6.833,6,0,4
Lachine,Fall,Monday,17,4.667,6,0,4
Lachine,Fall,Monday,18,2.0,6,0,4
Lachine,Fall,Monday,19,1.5,6,0,4
Lachine,Fall,Monday,20,0.667,6,0,4
Lachine,Fall,Monday,21,1.0,6,0,4
Lachine,Fall,Monday,22,0.5,6,0,4
Lachine,Fall,Monday,23,0.0,6,0,4
Lachine,Fall,Tuesday,0,0.0,6,1,4
Lachine,Fall,Tuesday,1,0.167,6,1,4
Lachine,Fall,Tuesday,2,0.167,6,1,4
Lachine,Fall,Tuesday,3,0.0,6,1,4
Lachine,Fall,Tuesday,4,0.333,6,1,4
Lachine,Fall,Tuesday,5,0.667,6,1,4
Lachine,Fall,Tuesday,6,1.833,6,1,4
Lachine,Fall,Tuesday,7,1.333,6,1,4
Lachine,Fall,Tuesday,8,2.333,6,1,4
Lachine,Fall,Tuesday,9,3.0,6,1,4
Lachine,Fall,Tuesday,10,2.333,6,1,4
Lachine,Fall,Tuesday,11,4.5,6,1,4
Lachine,Fall,Tuesday,12,4.667,6,1,4
Lachine,Fall,Tuesday,13,4.333,6,1,4
Lachine,Fall,Tuesday,14,4.0,6,1,4
Lachine,Fall,Tuesday,15,3.667,6,1,4
Lachine,Fall,Tuesday,16,4.5,6,1,4
Lachine,Fall,Tuesday,17,7.0,6,1,4
Lachine,Fall,Tuesday,18,2.667,6,1,4
Lachine,Fall,Tuesday,19,2.5,6,1,4
Lachine,Fall,Tuesday,20,1.5,6,1,4
Lachine,Fall,Tuesday,21,1.167,6,1,4
Lachine,Fall,Tuesday,22,0.333,6,1,4
Lachine,Fall,Tuesday,23,0.167,6,1,4
Lachine,Fall,Wednesday,0,0.167,6,2,4
Lachine,Fall,Wednesday,1,0.0,6,2,4
Lachine,Fall,Wednesday,2,0.167,6,2,4
Lachine,Fall,Wednesday,3,0.0,6,2,4
Lachine,Fall,Wednesday,4,0.0,6,2,4
Lachine,Fall,Wednesday,5,0.667,6,2,4
Lachine,Fall,Wednesday,6,1.5,6,2,4
Lachine,Fall,Wednesday,7,1.5,6,2,4
Lachine,Fall,Wednesday,8,1.667,6,2,4
Lachine,Fall,Wednesday,9,2.833,6,2,4
Lachine,Fall,Wednesday,10,3.0,6,2,4
Lachine,Fall,Wednesday,11,2.0,6,2,4
Lachine,Fall,Wednesday,12,3.333,6,2,4
Lachine,Fall,Wednesday,13,3.0,6,2,4
Lachine,Fall,Wednesday,14,3.0,6,2,4
Lachine,Fall,Wednesday,15,4.667,6,2,4
Lachine,Fall,Wednesday,16,5.0,6,2,4
Lachine,Fall,Wednesday,17,6.833,6,2,4
Lachine,Fall,Wednesday,18,3.833,6,2,4
Lachine,Fall,Wednesday,19,1.167,6,2,4
Lachine,Fall,Wednesday,20,1.333,6,2,4
Lachine,Fall,Wednesday,21,0.5,6,2,4
Lachine,Fall,Wednesday,22,0.333,6,2,4
Lachine,Fall,Wednesday,23,0.167,6,2,4
Lachine,Fall,Thursday,0,0.167,6,3,4
Lachine,Fall,Thursday,1,0.0,6,3,4
Lachine,Fall,Thursday,2,0.333,6,3,4
Lachine,Fall,Thursday,3,0.0,6,3,4
Lachine,Fall,Thursday,4,0.167,6,3,4
Lachine,Fall,Thursday,5,0.667,6,3,4
Lachine,Fall,Thursday,6,2.333,6,3,4
Lachine,Fall,Thursday,7,1.667,6,3,4
Lachine,Fall,Thursday,8,2.667,6,3,4
Lachine,Fall,Thursday,9,3.333,6,3,4
Lachine,Fall,Thursday,10,3.333,6,3,4
Lachine,Fall,Thursday,11,2.667,6,3,4
Lachine,Fall,Thursday,12,3.833,6,3,4
Lachine,Fall,Thursday,13,5.333,6,3,4
Lachine,Fall,Thursday,14,5.333,6,3,4
Lachine,Fall,Thursday,15,6.667,6,3,4
Lachine,Fall,Thursday,16,4.0,7,3,4
Lachine,Fall,Thursday,17,6.143,7,3,4
Lachine,Fall,Thursday,18,3.143,7,3,4
